section,section_id,section_sis_id,submitted,attempt,"4484890: Question 01
Which ChatBot(s) do you tend to use consistently and generally find helpful or useful for STA130?",1.0,"4484891: Question 02 (Week 11)
Which of these topics will your feedback address? And are your responses based on using ChatGPT or the STA130 custom NBLMChatBot?

""My feedback will be about my experience using a ChatBot for the purposes of...""

We're just looking for you to highlight particular aspects of your experience that stood out to you. The options here might not be perfect, but we're hoping they provide enough expressivity for you to give us feedback where it makes sense to you.
✌️🤞",1.0,"4484894: Question 03 (Five-Star Rating)
Rate your experience using a ChatBot in STA130 on a Five-Star scale (where 1 is negative and 5 is positive).
Did you have a good experience regarding ChatBot support in writing, using, and troubleshooting Python code; or, learning statistical, data science, and Python programming topics and concepts?",1.0,"4484892: Question 04 (Learning Support)
Regarding learning statistical, data science, and Python programming topics and concepts (as opposed to just writing, using, and troubleshooting Python code) which of the following did you find to be helpful?",1.0,"4484893: Question 05 (Focus)
Was the scope of the responses of the ChatBot appropriately constrained and sufficiently targeted on the desired information?",1.0,"4669029: Midway Question 06
Now that you've seen half of the course, completed the midterm exam, and gotten a sense for what Prof. Scott is trying to do with everything in the course... which of the following would you say apply to you?",1.0,"4484889: Further comments or clarifications?
Feel free togive us any other details, clarifications, or additional feedback that you feel might be relevant or worth sharing!Any comments provided here will be reviewed and helpful for our ongoing evaluations of ChatBots in the STA130 context.",1.0,"4510563: Question 01 (follow up)
If you answered ""Other"" above, which (and perhaps why, if you'd like to share)?",1.0,n correct,n incorrect,score
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-20 02:28:01 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription),STA130 Custom NotebookLM",0.0,"Getting examples of classification problems\, and understanding sensitivity\, specificity\, and precision,Fitting Classification Decision Trees\, and understanding and creating Confusion Matrices,Understanding in sample versus out of sample performance based on model complexity,Understanding feature importances and understanding differences between tree-based and linear model based predictions,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Fitting and using multiple linear regression models\, such as interpreting p-values and model R-square,[Last Week] Understanding the key considerations of and working with in-sample versus out-of-sample data,[Last Week] Explaining and supporting the model building process\, and the relevant considerations and concerns therein",0.0,3,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,"Sometimes,More often than not",0.0,"I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I rely on ChatBots more than I previously did because of STA130",0.0,"",0.0,"","",1,6,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-19 23:31:06 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,4,0.0,"Course material: wiki-textbook,ChatBots,Other online resources",0.0,"Sometimes,More often than not",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support",0.0,"",0.0,"","",2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-19 20:28:54 UTC,1,ChatGPT (free tier),1.0,"Fitting Classification Decision Trees\, and understanding and creating Confusion Matrices",0.0,"",0.0,Course material: Lectures and/or tutorials,1.0,More often than not,0.0,"I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support",0.0,"",0.0,"","",3,4,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-19 20:25:15 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,"Feedback is about my experience using ChatGPT,Fitting Classification Decision Trees\, and understanding and creating Confusion Matrices,Understanding in sample versus out of sample performance based on model complexity,[Last Week] Understanding the key considerations of and working with in-sample versus out-of-sample data,[Last Week] Explaining and supporting the model building process\, and the relevant considerations and concerns therein",0.0,4,0.0,"Course material: wiki-textbook,ChatBots,Other online resources",0.0,More often than not,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so",1.0,ChatBots always help,0.0,"","",2,5,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-19 18:36:24 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using ChatGPT,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Explaining and supporting the model building process\, and the relevant considerations and concerns therein",0.0,5,0.0,"Course material: Lectures and/or tutorials,ChatBots,Other online resources",0.0,More often than not,0.0,"I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so",0.0,I don’t have any further comments yet.,0.0,"","",2,5,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-19 18:06:47 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,More often than not,0.0,I rely on ChatBots more than I previously did because of STA130,0.0,"",0.0,"","",1,6,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-19 16:55:13 UTC,1,ChatGPT (free tier),1.0,Feedback is about my experience using ChatGPT,0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,More often than not,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I rely on ChatBots more than I previously did because of STA130",0.0,"",0.0,"","",2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-19 16:27:48 UTC,1,ChatGPT (paid subscription),0.0,"Getting examples of classification problems\, and understanding sensitivity\, specificity\, and precision,Fitting Classification Decision Trees\, and understanding and creating Confusion Matrices,Understanding in sample versus out of sample performance based on model complexity",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,More often than not,0.0,"I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support",0.0,none,0.0,"","",1,6,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-19 15:32:52 UTC,1,ChatGPT (paid subscription),0.0,Feedback is about my experience using the STA130 custom NBLM ChatBot,1.0,3,0.0,Course material: Lectures and/or tutorials,1.0,This feedback is for the STA130 custom NotebookLM ChatBot,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so",1.0,n/a,0.0,"","",4,3,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-19 15:05:24 UTC,1,ChatGPT (paid subscription),0.0,"Feedback is about my experience using ChatGPT,Getting examples of classification problems\, and understanding sensitivity\, specificity\, and precision,Fitting Classification Decision Trees\, and understanding and creating Confusion Matrices,Understanding in sample versus out of sample performance based on model complexity,Understanding feature importances and understanding differences between tree-based and linear model based predictions,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Fitting and using multiple linear regression models\, such as interpreting p-values and model R-square,[Last Week] Understanding the key considerations of and working with in-sample versus out-of-sample data,[Last Week] Explaining and supporting the model building process\, and the relevant considerations and concerns therein",0.0,4,0.0,"Course material: wiki-textbook,ChatBots",0.0,More often than not,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so",1.0,N/A,0.0,"","",2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-19 10:50:23 UTC,1,ChatGPT (paid subscription),0.0,Feedback is about my experience using the STA130 custom NBLM ChatBot,1.0,4,0.0,ChatBots,0.0,"More often than not,This feedback is for the STA130 custom NotebookLM ChatBot",0.0,I rely on ChatBots more than I previously did because of STA130,0.0,na,0.0,"","",2,5,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-19 05:20:16 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,Feedback is about my experience using ChatGPT,0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,Yes,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130",0.0,Great！,0.0,"","",1,6,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-19 02:19:06 UTC,1,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"","",1,6,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-19 01:06:02 UTC,1,STA130 Custom NotebookLM,0.0,Understanding feature importances and understanding differences between tree-based and linear model based predictions,0.0,3,0.0,Course material: homework exercises,0.0,More often than not,0.0,I rely on ChatBots more than I previously did because of STA130,0.0,"",0.0,"","",1,6,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-19 01:03:21 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using ChatGPT,Getting examples of classification problems\, and understanding sensitivity\, specificity\, and precision,Fitting Classification Decision Trees\, and understanding and creating Confusion Matrices,Understanding in sample versus out of sample performance based on model complexity,Understanding feature importances and understanding differences between tree-based and linear model based predictions,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Fitting and using multiple linear regression models\, such as interpreting p-values and model R-square,[Last Week] Understanding the key considerations of and working with in-sample versus out-of-sample data,[Last Week] Explaining and supporting the model building process\, and the relevant considerations and concerns therein",0.0,3,0.0,"Course material: wiki-textbook,ChatBots",0.0,Sometimes,0.0,I'd prefer to have taken an easier R-based version of the course,0.0,"",0.0,"","",2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-18 23:34:18 UTC,1,ChatGPT (paid subscription),0.0,Feedback is about my experience using the STA130 custom NBLM ChatBot,1.0,5,0.0,Course material: Lectures and/or tutorials,1.0,Yes,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so",1.0,"",0.0,"","",4,3,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 22:29:07 UTC,1,ChatGPT (paid subscription),0.0,"Understanding feature importances and understanding differences between tree-based and linear model based predictions,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Fitting and using multiple linear regression models\, such as interpreting p-values and model R-square",0.0,5,0.0,"Course material: wiki-textbook,ChatBots",0.0,More often than not,0.0,"I rely on ChatBots more than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support",0.0,none,0.0,"","",1,6,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-18 21:53:46 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Feedback is about my experience using ChatGPT,Getting examples of classification problems\, and understanding sensitivity\, specificity\, and precision,Fitting Classification Decision Trees\, and understanding and creating Confusion Matrices,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Explaining and supporting the model building process\, and the relevant considerations and concerns therein",0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,More often than not,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support",0.0,"",0.0,"","",1,6,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-18 20:34:32 UTC,1,ChatGPT (paid subscription),0.0,Feedback is about my experience using the STA130 custom NBLM ChatBot,1.0,3,0.0,ChatBots,0.0,More often than not,0.0,I rely on ChatBots more than I previously did because of STA130,0.0,NAN,0.0,"","",2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-18 20:28:46 UTC,1,ChatGPT (paid subscription),0.0,Feedback is about my experience using the STA130 custom NBLM ChatBot,1.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: homework exercises,ChatBots",0.0,Sometimes,0.0,I have a higher opinion of ChatBots than I previously did because of STA130,0.0,none,0.0,"","",2,5,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 19:16:50 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using ChatGPT,Getting examples of classification problems\, and understanding sensitivity\, specificity\, and precision,Understanding in sample versus out of sample performance based on model complexity,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots,Other online resources",0.0,More often than not,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130",0.0,"So far, l don’t have any comment ",0.0,"","",2,5,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 19:15:59 UTC,1,ChatGPT (paid subscription),0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.",0.0,3,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots,Other online resources",0.0,Sometimes,0.0,"I rely on ChatBots more than I previously did because of STA130,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support",0.0,no,0.0,"","",1,6,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-18 19:12:10 UTC,1,"ChatGPT (free tier),I prefer not use a ChatBot for STA130",0.0,"Feedback is about my experience using ChatGPT,Understanding in sample versus out of sample performance based on model complexity,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Explaining and supporting the model building process\, and the relevant considerations and concerns therein",0.0,3,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises",0.0,Sometimes,0.0,I have a higher opinion of ChatBots than I previously did because of STA130,0.0," I still don't like using chatbots, lol",0.0,"","",1,6,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 19:07:33 UTC,1,ChatGPT (free tier),1.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: Lectures and/or tutorials,ChatBots",0.0,Sometimes,0.0,"I rely on ChatBots more than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support",0.0,no,0.0,"","",2,5,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 19:07:33 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using ChatGPT,Getting examples of classification problems\, and understanding sensitivity\, specificity\, and precision,Fitting Classification Decision Trees\, and understanding and creating Confusion Matrices,Understanding in sample versus out of sample performance based on model complexity,Understanding feature importances and understanding differences between tree-based and linear model based predictions,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Understanding the key considerations of and working with in-sample versus out-of-sample data,[Last Week] Explaining and supporting the model building process\, and the relevant considerations and concerns therein",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: homework exercises,ChatBots",0.0,Sometimes,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I rely on ChatBots more than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,n/a,0.0,"","",2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-18 19:07:19 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,Yes,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130",0.0,"",0.0,"","",1,6,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 19:06:21 UTC,1,ChatGPT (free tier),1.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,ChatBots,0.0,Yes,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I rely on ChatBots more than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support,I'd prefer to have taken an easier R-based version of the course,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,"I'm relying too heavily on chatbots, and forgetting all the syntax and some of the ideas, so chatbots are no longer as much of a timesaver if I want to keep up. ",0.0,"","",2,5,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 19:05:41 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,Fitting Classification Decision Trees\, and understanding and creating Confusion Matrices,Understanding in sample versus out of sample performance based on model complexity,Understanding feature importances and understanding differences between tree-based and linear model based predictions,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Fitting and using multiple linear regression models\, such as interpreting p-values and model R-square,[Last Week] Understanding the key considerations of and working with in-sample versus out-of-sample data",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,"More often than not,This feedback is for the STA130 custom NotebookLM ChatBot",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,N/A,0.0,"","",1,6,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-18 19:05:09 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,"Feedback is about my experience using ChatGPT,Getting examples of classification problems\, and understanding sensitivity\, specificity\, and precision,Fitting Classification Decision Trees\, and understanding and creating Confusion Matrices,Understanding in sample versus out of sample performance based on model complexity,Understanding feature importances and understanding differences between tree-based and linear model based predictions,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Fitting and using multiple linear regression models\, such as interpreting p-values and model R-square,[Last Week] Understanding the key considerations of and working with in-sample versus out-of-sample data,[Last Week] Explaining and supporting the model building process\, and the relevant considerations and concerns therein",0.0,4,0.0,"Course material: homework exercises,ChatBots",0.0,More often than not,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I rely on ChatBots more than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,"",0.0,"","",1,6,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 19:05:04 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,Understanding in sample versus out of sample performance based on model complexity,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Fitting and using multiple linear regression models\, such as interpreting p-values and model R-square,[Last Week] Understanding the key considerations of and working with in-sample versus out-of-sample data,[Last Week] Explaining and supporting the model building process\, and the relevant considerations and concerns therein",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,More often than not,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I rely on ChatBots more than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support",0.0,N/A,0.0,"","",1,6,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 19:05:01 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,Getting examples of classification problems\, and understanding sensitivity\, specificity\, and precision,Fitting Classification Decision Trees\, and understanding and creating Confusion Matrices,Understanding in sample versus out of sample performance based on model complexity,Understanding feature importances and understanding differences between tree-based and linear model based predictions,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Fitting and using multiple linear regression models\, such as interpreting p-values and model R-square,[Last Week] Understanding the key considerations of and working with in-sample versus out-of-sample data,[Last Week] Explaining and supporting the model building process\, and the relevant considerations and concerns therein",0.0,3,0.0,ChatBots,0.0,Sometimes,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so",0.0,"the notebook isnt great at explaining stuff in simpler terms, normally i have to specify for it to explain it simpler and not it big paragraphs ",0.0,"","",1,6,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 19:04:29 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using ChatGPT,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Fitting and using multiple linear regression models\, such as interpreting p-values and model R-square,[Last Week] Understanding the key considerations of and working with in-sample versus out-of-sample data",0.0,3,0.0,"Course material: homework exercises,ChatBots",0.0,More often than not,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,"",0.0,"","",2,5,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 19:04:26 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Getting examples of classification problems\, and understanding sensitivity\, specificity\, and precision,[Last Week] Explaining and supporting the model building process\, and the relevant considerations and concerns therein",0.0,4,0.0,ChatBots,0.0,More often than not,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support",0.0,Matt is a great TA and you should make him your PhD student.,0.0,"","",2,5,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 19:04:23 UTC,1,ChatGPT (free tier),1.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: wiki-textbook,ChatBots",0.0,More often than not,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,"",0.0,"","",2,5,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 19:04:20 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,Feedback is about my experience using ChatGPT,0.0,"",0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots,Other online resources",0.0,Sometimes,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I rely on ChatBots more than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support,I'd prefer to have taken an easier R-based version of the course,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,"",0.0,"","",1,6,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-18 19:04:08 UTC,1,STA130 Custom NotebookLM,0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Getting examples of classification problems\, and understanding sensitivity\, specificity\, and precision,Fitting Classification Decision Trees\, and understanding and creating Confusion Matrices,Understanding in sample versus out of sample performance based on model complexity,Understanding feature importances and understanding differences between tree-based and linear model based predictions,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Fitting and using multiple linear regression models\, such as interpreting p-values and model R-square,[Last Week] Understanding the key considerations of and working with in-sample versus out-of-sample data,[Last Week] Explaining and supporting the model building process\, and the relevant considerations and concerns therein",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: homework exercises,ChatBots",0.0,More often than not,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I rely on ChatBots more than I previously did because of STA130",0.0,"",0.0,"","",1,6,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-18 19:03:35 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,Fitting Classification Decision Trees\, and understanding and creating Confusion Matrices,[Last Week] Understanding interpretations of the linear forms of multiple linear regression\, such as interactions\, etc.,[Last Week] Fitting and using multiple linear regression models\, such as interpreting p-values and model R-square",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,More often than not,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so",0.0,"",0.0,"","",2,5,1.0
