section,section_id,section_sis_id,submitted,attempt,"4644490: Question 01 (follow up)
If you answered ""Other"" above, which (and perhaps why, if you'd like to share)?",1.0,"4390110: Question 01
Which ChatBot(s) are you recently finding helpful or generally useful for STA130?",1.0,"4390111: Midway Question 02
What are ChatBots helpful for?",1.0,"4628513: Midway Question 05
Which of the following best characterizes your experience with the STA130 Custom NotebookLM ChatBot (STA130NBLMbot)?",1.0,"4390112: Midway Question 03
Which of the following do you think should continue to be a part of (or be added to) STA130?",1.0,"4390113: Midway Question 04
Would you be interested in seeing your preferred ChatBots in other STA courses beyond STA130?",1.0,"4628572: Midway Question 06
Now that you've seen half of the course, completed the midterm exam, and gotten a sense for what Prof. Scott is trying to do with everything in the course... which of the following would you say apply to you?",1.0,"4628721: Midway question 07
Are you worried about the fact that future STA courses are using R instead of Python?",1.0,"4390115: Further comments or clarifications?
Feel free togive us any other details, clarifications, or additional feedback that you feel might be relevant or worth sharing!Any comments provided here will be reviewed and helpful for our ongoing evaluations of ChatBots in the STA130 context (and perhaps beyond).",1.0,n correct,n incorrect,score
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-01 18:59:51 UTC,1,"I’d like to share that chatgpt is really helpful on my study and I can learn many things that I didn’t understand during the class

 ",0.0,ChatGPT (free tier),1.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course,Helping with writing,Reading and writing communication practice",0.0,I have not used the STA130NBLMbot,1.0,A better Custom ChatBot,0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I'm happy to be learning and building the python-oriented skills we're focussed on,0.0,Tremendously,0.0,Hope to learn more definition about the STA knowledge instead of coding.🥹🥹🥹,0.0,4,5,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-01 18:50:54 UTC,1,"",0.0,ChatGPT (free tier),1.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course,Helping with writing",0.0,"The STA130NBLMbotwas good for many course related questions,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,None of these: I don't think STA130 should have any ChatBots,0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm happy to be learning and building the python-oriented skills we're focussed on,I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I rely on ChatBots more than I previously did because of STA130",0.0,Minimally,1.0,"",0.0,4,5,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-01 15:37:18 UTC,1,"",0.0,ChatGPT (paid subscription),0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course,Helping with writing,Reading and writing communication practice",0.0,I have not used the STA130NBLMbot,1.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'd prefer to have taken an easier R-based version of the course,I'm happy to be learning and building the python-oriented skills we're focussed on,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support",0.0,Tremendously,0.0,"",0.0,3,6,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-01 06:59:22 UTC,1,"",0.0,ChatGPT (paid subscription),0.0,"Learning to code,Explaining/Learning statistical concepts",0.0,The STA130NBLMbotwas not good for coding,0.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT",0.0,Yes,0.0,"I'd prefer to have taken an easier R-based version of the course,I rely on ChatBots more than I previously did because of STA130",0.0,Minimally,1.0,"",0.0,3,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-01 02:54:22 UTC,1,N/A,0.0,ChatGPT (free tier),1.0,"Coding,Understanding code,Preparing for exams (such our midterm exam),Helping with writing,Reading and writing communication practice",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I rely on ChatBots more than I previously did because of STA130,I have a higher opinion of ChatBots than I previously did because of STA130,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support",0.0,Tremendously,0.0,n/a,0.0,5,4,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-01 02:04:34 UTC,1,N/A,0.0,ChatGPT (paid subscription),0.0,"Coding,Explaining/Learning statistical concepts",0.0,The STA130NBLMbotwas not good for coding,0.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT",0.0,No,1.0,"I'd prefer to have taken an easier R-based version of the course,I rely on ChatBots more than I previously did because of STA130,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support",0.0,Tremendously,0.0,N/A,0.0,3,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-31 22:21:25 UTC,1,"",0.0,ChatGPT (free tier),1.0,Coding,1.0,The STA130NBLMbotwas not good for coding,0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,No,1.0,I'd prefer to have taken an easier R-based version of the course,1.0,Minimally,1.0,The experience is good.,0.0,8,1,6.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-31 17:25:33 UTC,1,"",0.0,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Explaining/Learning statistical concepts,Doing well in the course",0.0,"The STA130NBLMbotwas not good for coding,The STA130NBLMbotwas good for many course related questions",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,Yes,0.0,"I'm happy to be learning and building the python-oriented skills we're focussed on,I have a higher opinion of ChatBots than I previously did because of STA130",0.0,Moderately,0.0,"",0.0,2,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:13:40 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well in the course,Helping with writing",0.0,The STA130NBLMbotwas good for many course related questions,0.0,A better Custom ChatBot,0.0,Yes,0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Moderately,0.0,No comment. ,0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-25 13:17:25 UTC,1,"","",ChatGPT (paid subscription),0.0,Coding,1.0,The STA130NBLMbotwas good for many course related questions,0.0,"My favourite ""Other"" ChatBot (which you can specify in the final question later if you wish)",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity, and I appreciate the opportunity to do so",0.0,Minimally,1.0,"",0.0,3,5,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:18:59 UTC,1,"","","ChatGPT (free tier),ChatGPT (paid subscription)",0.0,"Coding,Understanding code,Preparing for exams (such our midterm exam),Helping with writing",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,No,1.0,I rely on ChatBots more than I previously did because of STA130,0.0,Tremendously,0.0,"The chatbots are good for the general basic homework questions, in which you have the internet and textbook to compare answers and have time for introspection of quality of the answer. However, in preparing for the exam, looking at past and using the chatbot to help write my cheat sheet I found that It wasn't that great at solving the exam questions which might have been a little vague as the exam questions relied on knowing specific details and nuances that I only would know from lectures and tutorials. GPT would give the answers but have some flaw in the reasoning. I could give my own reasoning as to why a question is right but I noticed that GPT was just agreeing with my logic as to why the question was right, even if my logic was wrong. Overall I am still happy with the experience, there were definitely cases in which the chatbot helped in writing the cheat sheet and was useful on the exam. At least helping for 2-3 questions is still better than nothing, but I found that just classic reading textbook and watching videos were better. Overall it still improved my studying but the effect was still small ",0.0,4,4,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 13:44:38 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Learning to code",0.0,The STA130NBLMbotwas good for many course related questions,0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I am to some degree apprehensive about taking future statistics courses which depend on knowing R, even with potential ChatBot help and support",0.0,Moderately,0.0,N/A,0.0,2,6,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:07:58 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well in the course",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity, and I appreciate the opportunity to do so",0.0,Moderately,0.0,"",0.0,4,4,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:08:01 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Helping with writing",0.0,"The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT,STA130 Custom NotebookLM",0.0,No,1.0,I'm happy to be learning and building the python-oriented skills we're focussed on,0.0,Tremendously,0.0,"",0.0,2,6,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:13:35 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course,Helping with writing,Reading and writing communication practice",0.0,"The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I'd prefer to have taken an easier R-based version of the course,1.0,Moderately,0.0,"",0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:08:06 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course,Helping with writing,Reading and writing communication practice",0.0,"The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Tremendously,0.0,"",0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-26 16:49:51 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Reading and writing communication practice",0.0,I plan to use the STA130NBLMbotmore in the second half of the course,0.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT,A better Custom ChatBot",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I'm happy to be learning and building the python-oriented skills we're focussed on,0.0,Tremendously,0.0,"",0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-25 18:24:38 UTC,1,"","","ChatGPT (paid subscription),STA130 Custom NotebookLM",0.0,"Understanding code,Learning to code,Explaining/Learning statistical concepts,Helping with writing,Reading and writing communication practice",0.0,The STA130NBLMbotwas good for many course related questions,0.0,"STA130 Custom NotebookLM,A better Custom ChatBot",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I believe that in the future I could learn to use R to do the things we do in class, based on using ChatBot help and support",0.0,Moderately,0.0,none,0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-25 13:26:06 UTC,1,"","",I prefer not use a ChatBot for STA130,0.0,"Coding,Understanding code,Explaining/Learning statistical concepts",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,No,1.0,I'm happy to be learning and building the python-oriented skills we're focussed on,0.0,Minimally,1.0,"",0.0,5,3,4.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:07:05 UTC,1,"","",STA130 Custom NotebookLM,0.0,"Understanding code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course,Reading and writing communication practice",0.0,"The STA130NBLMbotwas good for many course related questions,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I'm happy to be learning and building the python-oriented skills we're focussed on,0.0,Minimally,1.0,"",0.0,2,6,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-25 13:24:54 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course,Helping with writing,Reading and writing communication practice",0.0,"The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course,I plan to use the ""podcast"" feature of the STA130NBLMbot as a way to review material in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,Yes,0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Tremendously,0.0,"",0.0,1,7,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:08:30 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Explaining/Learning statistical concepts",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM,A better Custom ChatBot",0.0,Yes,0.0,I'd prefer to have taken an easier R-based version of the course,1.0,Minimally,1.0,"Chatbots are very efficient  for writing and understanding code, but not for remembering syntax (at all), which is what the exam was mostly on, and so I struggled on the exam.",0.0,5,3,4.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:12:57 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Preparing for exams (such our midterm exam),Doing well in the course,Helping with writing",0.0,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM,A better Custom ChatBot",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Moderately,0.0,"Custom Chatbot was good for reviewing/summarizing content. But when it comes to generating questions for the midterm prep, I found it really far off the mark compared to what was asked on the test. Maybe I just was unlucky? Either way I didn't end up using my cheatsheet for anything so maybe the underlying message is that my studying is wrong.",0.0,1,7,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-25 18:33:28 UTC,1,"","",ChatGPT (paid subscription),0.0,"Understanding code,Learning to code,Preparing for exams (such our midterm exam)",0.0,My other chatbot was fine or better for course related things and I prefer to use that instead of the STA130NBLMbot,0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,Yes,0.0,I have a higher opinion of ChatBots than I previously did because of STA130,0.0,Moderately,0.0,N/A,0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:15:00 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts",0.0,"I plan to use the ""podcast"" feature of the STA130NBLMbot as a way to review material in the second half of the course",0.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity, and I appreciate the opportunity to do so",0.0,Moderately,0.0,"I don't know what R code teaches, and I'm a beginner of python. I find it hard for me to catch up the STA130 as I'm actually learning from the very beginning and learning myself. But I will try my best. We'll see.",0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:09:21 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts",0.0,I have not used the STA130NBLMbot,1.0,None of these: I don't think STA130 should have any ChatBots,0.0,No,1.0,I rely on ChatBots more than I previously did because of STA130,0.0,Minimally,1.0,course would be a wee bit easier if it wasnt based around chatbots (I think),0.0,5,3,4.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 15:17:13 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam)",0.0,The STA130NBLMbotwas good for many course related questions,0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I'm happy to be learning and building the python-oriented skills we're focussed on,0.0,Moderately,0.0,I think ChatBot is helpful for us to learning statistic.,0.0,3,5,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:08:19 UTC,1,"","",ChatGPT (free tier),1.0,"Understanding code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam)",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,Yes,0.0,I have a higher opinion of ChatBots than I previously did because of STA130,0.0,Moderately,0.0,"",0.0,4,4,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:38:03 UTC,1,"","","Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Understanding code,Learning to code,Explaining/Learning statistical concepts",0.0,"The STA130NBLMbotwas not good for coding,The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,"STA130 Custom NotebookLM,A better Custom ChatBot",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I rely on ChatBots more than I previously did because of STA130,0.0,Moderately,0.0,?,0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-31 00:54:31 UTC,1,"","",Other (specify in the final question later if you wish),0.0,"Coding,Learning to code",0.0,The STA130NBLMbotwas not good for coding,0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so",0.0,Minimally,1.0,"",0.0,3,5,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 17:23:59 UTC,1,"","",ChatGPT (paid subscription),0.0,Understanding code,0.0,The STA130NBLMbotwas good for many course related questions,0.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT,STA130 Custom NotebookLM,A better Custom ChatBot",0.0,Yes,0.0,I'd prefer to have taken an easier R-based version of the course,1.0,Moderately,0.0,"I want to know we study stats in

the second year using R or python？

If still R，why we use python this year…😅",0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:06:09 UTC,1,"","",ChatGPT (paid subscription),0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Helping with writing,Reading and writing communication practice",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I rely on ChatBots more than I previously did because of STA130,0.0,Moderately,0.0,"",0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-24 15:37:26 UTC,1,"","",ChatGPT (paid subscription),0.0,Understanding code,0.0,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,0.0,A better Custom ChatBot,0.0,No,1.0,I'm happy to be learning and building the python-oriented skills we're focussed on,0.0,Moderately,0.0,N/A,0.0,2,6,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:10:49 UTC,1,"","",ChatGPT (paid subscription),0.0,"Coding,Understanding code",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I rely on ChatBots more than I previously did because of STA130,0.0,Tremendously,0.0,/,0.0,3,5,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:12:45 UTC,1,"","",STA130 Custom NotebookLM,0.0,"Coding,Understanding code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course",0.0,"The STA130NBLMbotwas not good for coding,The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Moderately,0.0,N/A Thanks,0.0,1,7,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:15:26 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course,Helping with writing,Reading and writing communication practice",0.0,"The STA130NBLMbotwas not good for coding,The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course,I plan to use the ""podcast"" feature of the STA130NBLMbot as a way to review material in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM,A better Custom ChatBot",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I have a higher opinion of ChatBots than I previously did because of STA130,0.0,Minimally,1.0,"",0.0,2,6,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:12:27 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Reading and writing communication practice",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I rely on ChatBots more than I previously did because of STA130,0.0,Minimally,1.0,I like it so far!,0.0,5,3,4.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:27:41 UTC,1,"","","ChatGPT (free tier),ChatGPT (paid subscription)",0.0,"Coding,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Helping with writing",0.0,My other chatbot was fine or better for course related things and I prefer to use that instead of the STA130NBLMbot,0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,Yes,0.0,I have a higher opinion of ChatBots than I previously did because of STA130,0.0,Minimally,1.0,"I don't think ChatBots help in learning basic Python (which was tested...) since with ChatBots you never really code anything by yourself. It's hard to learn how to code by just looking at code, or even just looking at a ChatBot explain code to you. I think it helps a lot with understanding concepts and generating complicated code though.",0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-28 20:35:13 UTC,1,"","","ChatGPT (paid subscription),STA130 Custom NotebookLM",0.0,Understanding code,0.0,"The STA130NBLMbotwas not good for coding,The STA130NBLMbotwas good for many course related questions,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT,STA130 Custom NotebookLM",0.0,Yes,0.0,"I'd prefer to have taken an easier R-based version of the course,I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I rely on ChatBots more than I previously did because of STA130",0.0,Tremendously,0.0,N/A,0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-31 04:22:50 UTC,1,"","","ChatGPT (free tier),ChatGPT (paid subscription),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course",0.0,"The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course,My other chatbot was fine or better for course related things and I prefer to use that instead of the STA130NBLMbot",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT,STA130 Custom NotebookLM",0.0,Yes,0.0,"I'm happy to be learning and building the python-oriented skills we're focussed on,I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I rely on ChatBots more than I previously did because of STA130,I have a higher opinion of ChatBots than I previously did because of STA130,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support",0.0,Tremendously,0.0,"",0.0,1,7,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:07:54 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course,Helping with writing,Reading and writing communication practice",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,Yes,0.0,I'm happy to be learning and building the python-oriented skills we're focussed on,0.0,Moderately,0.0,"",0.0,4,4,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-22 22:46:54 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Explaining/Learning statistical concepts,Doing well in the course",0.0,"The STA130NBLMbotwas not good for coding,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I'm happy to be learning and building the python-oriented skills we're focussed on,0.0,Moderately,0.0,"",0.0,1,7,0.0
