section,section_id,section_sis_id,submitted,attempt,"4628602: Question 01
Which ChatBot(s) do you tend to use consistently and generally find helpful or useful for STA130?",1.0,"4628604: Question 02 (Week 05)
Which of these topics will your feedback address? And are your responses based on using ChatGPT or the STA130 custom NBLMChatBot?

""My feedback will be about my experience using a ChatBot for the purposes of...""

We're just looking for you to highlight particular aspects of your experience that stood out to you. The options here might not be perfect, but we're hoping they provide enough expressivity for you to give us feedback where it makes sense to you.
✌️🤞",1.0,"4628605: Question 03 (Five-Star Rating)
Rate your experience using a ChatBot in STA130 on a Five-Star scale (where 1 is negative and 5 is positive).
Did you have a good experience regarding ChatBot support in writing, using, and troubleshooting Python code; and, learning statistical, data science, and Python programming topics and concepts?",1.0,"4628686: Question 04 (Learning Support)
Regarding learning statistical, data science, and Python programming topics and concepts (as opposed to just writing, using, and troubleshooting Python code) which of the following did you find to be helpful?",1.0,"4628687: Question 05 (Focus)
Was the scope of the responses of the ChatBot appropriately constrained and sufficiently targeted on the desired information?",1.0,"4628688: Further comments or clarifications?
Feel free togive us any other details, clarifications, or additional feedback that you feel might be relevant or worth sharing!Any comments provided here will be reviewed and helpful for our ongoing evaluations of ChatBots in the STA130 context.",1.0,n correct,n incorrect,score
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-02 02:45:45 UTC,1,ChatGPT (paid subscription),0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week)",0.0,2,0.0,Course material: wiki-textbook,0.25,Sometimes,0.0,"",0.0,2,4,0.25
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-01 22:24:16 UTC,1,ChatGPT (free tier),1.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots,Other online resources",0.75,Sometimes,0.0,"",0.0,3,3,1.75
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-01 22:14:02 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots,Other online resources",0.75,"More often than not,Yes",0.0,N/A,0.0,3,3,1.75
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-01 21:38:48 UTC,1,ChatGPT (paid subscription),0.0,Feedback is about my experience using ChatGPT,0.0,3,0.0,ChatBots,0.25,No,1.0,"",0.0,3,3,1.25
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-01 20:17:29 UTC,1,ChatGPT (free tier),1.0,"understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions",0.0,1,1.0,Course material: Lectures and/or tutorials,0.25,No,1.0,no.,0.0,5,1,3.25
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-01 19:22:11 UTC,1,"ChatGPT (free tier),Microsoft Copilot,STA130 Custom NotebookLM",0.0,"explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals",0.0,3,0.0,ChatBots,0.25,More often than not,0.0,n/a,0.0,2,4,0.25
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-01 18:55:42 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,understanding and converting simulation code from a two-one side to a two-sided hypothesis test",0.0,3,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,ChatBots",0.75,Sometimes,0.0,I think ChatGPT can be seen as our friend to help us know and review the knowledge.,0.0,3,3,1.75
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-01 18:53:55 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week),intuitively motivating and explaining the variability/uncertainty of sample means versus sample size(from last week),explaining the difference between standard deviation and standard error (SE) [of the mean (SEM)] (+/- 2 SEM confidence intervals)(from last week),providing and explain bootstrapping confidence interval (percentile based) code for arbitrary statistics other than means(from last week)",0.0,4,0.0,"Course material: homework exercises,ChatBots",0.5,Sometimes,0.0,"",0.0,2,4,0.5
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-01 15:34:59 UTC,1,ChatGPT (paid subscription),0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week),intuitively motivating and explaining the variability/uncertainty of sample means versus sample size(from last week),explaining the difference between standard deviation and standard error (SE) [of the mean (SEM)] (+/- 2 SEM confidence intervals)(from last week),providing and explain bootstrapping confidence interval (percentile based) code for arbitrary statistics other than means(from last week)",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: homework exercises,ChatBots",0.75,Sometimes,0.0,"",0.0,2,4,0.75
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-01 15:18:10 UTC,1,"ChatGPT (free tier),Microsoft Copilot,STA130 Custom NotebookLM",0.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,ChatBots",0.75,More often than not,0.0,"",0.0,2,4,0.75
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-01 06:57:12 UTC,1,ChatGPT (paid subscription),0.0,"Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals,understanding and converting simulation code from a two-one side to a two-sided hypothesis test,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week),intuitively motivating and explaining the variability/uncertainty of sample means versus sample size(from last week),explaining the difference between standard deviation and standard error (SE) [of the mean (SEM)] (+/- 2 SEM confidence intervals)(from last week),providing and explain bootstrapping confidence interval (percentile based) code for arbitrary statistics other than means(from last week)",0.0,4,0.0,"Course material: Lectures and/or tutorials,ChatBots",0.5,"More often than not,Yes",0.0,"",0.0,2,4,0.5
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-01 01:56:21 UTC,1,ChatGPT (paid subscription),0.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: Lectures and/or tutorials,ChatBots,Other online resources",0.25,Yes,0.0,N/A,0.0,2,4,0.25
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-31 22:19:46 UTC,1,ChatGPT (free tier),1.0,Feedback is about my experience using the STA130 custom NBLM ChatBot,1.0,1,1.0,Course material: Lectures and/or tutorials,0.25,No,1.0,no,0.0,6,0,4.25
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-31 20:09:17 UTC,1,"ChatGPT (free tier),Other (specify in the final question if you wish)",0.0,"Feedback is about my experience using ChatGPT,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week)",0.0,4,0.0,ChatBots,0.25,Yes,0.0,Q1 Extra Info: Claude,0.0,2,4,0.25
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-31 15:25:40 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week),explaining the difference between standard deviation and standard error (SE) [of the mean (SEM)] (+/- 2 SEM confidence intervals)(from last week)",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",1.0,Yes,0.0,"",0.0,2,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-31 04:19:45 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,"Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals,understanding and converting simulation code from a two-one side to a two-sided hypothesis test,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week),intuitively motivating and explaining the variability/uncertainty of sample means versus sample size(from last week),explaining the difference between standard deviation and standard error (SE) [of the mean (SEM)] (+/- 2 SEM confidence intervals)(from last week),providing and explain bootstrapping confidence interval (percentile based) code for arbitrary statistics other than means(from last week)",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: homework exercises,ChatBots",0.75,"Sometimes,More often than not",0.0,"",0.0,2,4,0.75
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-31 03:54:35 UTC,1,ChatGPT (paid subscription),0.0,Feedback is about my experience using ChatGPT,0.0,3,0.0,Course material: homework exercises,0.25,More often than not,0.0, nothing,0.0,2,4,0.25
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-31 02:48:47 UTC,1,ChatGPT (free tier),1.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",1.0,Sometimes,0.0,"",0.0,3,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-31 02:23:28 UTC,1,ChatGPT (paid subscription),0.0,"Feedback is about my experience using ChatGPT,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals",0.0,4,0.0,"Course material: Lectures and/or tutorials,ChatBots",0.5,More often than not,0.0,/,0.0,2,4,0.5
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-30 23:56:48 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,5,0.0,"Course material: wiki-textbook,ChatBots",0.5,More often than not,0.0,"",0.0,2,4,0.5
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-30 23:47:06 UTC,1,ChatGPT (paid subscription),0.0,"Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals,understanding and converting simulation code from a two-one side to a two-sided hypothesis test,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week),intuitively motivating and explaining the variability/uncertainty of sample means versus sample size(from last week),explaining the difference between standard deviation and standard error (SE) [of the mean (SEM)] (+/- 2 SEM confidence intervals)(from last week),providing and explain bootstrapping confidence interval (percentile based) code for arbitrary statistics other than means(from last week)",0.0,4,0.0,"Course material: homework exercises,ChatBots",0.5,Sometimes,0.0,"",0.0,2,4,0.5
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-30 19:13:00 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: wiki-textbook,ChatBots,Other online resources",0.25,More often than not,0.0,"",0.0,2,4,0.25
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-30 17:59:58 UTC,1,"ChatGPT (paid subscription),STA130 Custom NotebookLM",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals,understanding and converting simulation code from a two-one side to a two-sided hypothesis test,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week),intuitively motivating and explaining the variability/uncertainty of sample means versus sample size(from last week),explaining the difference between standard deviation and standard error (SE) [of the mean (SEM)] (+/- 2 SEM confidence intervals)(from last week),providing and explain bootstrapping confidence interval (percentile based) code for arbitrary statistics other than means(from last week)",0.0,4,0.0,"Course material: homework exercises,ChatBots",0.5,Yes,0.0,"",0.0,2,4,0.5
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-30 16:20:45 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,3,0.0,"Course material: wiki-textbook,ChatBots",0.5,More often than not,0.0,N/A,0.0,2,4,0.5
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-30 16:04:50 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,3,0.0,"ChatBots,Other online resources",0.0,Sometimes,0.0,None,0.0,2,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-30 04:31:02 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals,understanding and converting simulation code from a two-one side to a two-sided hypothesis test,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week),intuitively motivating and explaining the variability/uncertainty of sample means versus sample size(from last week),explaining the difference between standard deviation and standard error (SE) [of the mean (SEM)] (+/- 2 SEM confidence intervals)(from last week),providing and explain bootstrapping confidence interval (percentile based) code for arbitrary statistics other than means(from last week)",0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots,Other online resources",0.75,"",0.0,"",0.0,3,3,1.75
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-29 20:53:49 UTC,1,ChatGPT (paid subscription),0.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,Course material: wiki-textbook,0.25,Sometimes,0.0,no,0.0,2,4,0.25
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-29 20:35:35 UTC,1,ChatGPT (paid subscription),0.0,Feedback is about my experience using ChatGPT,0.0,1,1.0,Course material: Lectures and/or tutorials,0.25,No,1.0,可以说中文吗,0.0,4,2,2.25
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-29 19:53:06 UTC,1,"ChatGPT (free tier),Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions",0.0,3,0.0,ChatBots,0.25,More often than not,0.0,"",0.0,2,4,0.25
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-29 17:04:27 UTC,1,ChatGPT (paid subscription),0.0,"explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals",0.0,4,0.0,"ChatBots,Other online resources",0.0,Sometimes,0.0,"",0.0,1,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-29 09:23:17 UTC,1,ChatGPT (paid subscription),0.0,Feedback is about my experience using ChatGPT,0.0,3,0.0,"Course material: Lectures and/or tutorials,Course material: homework exercises",0.5,More often than not,0.0,Nothing but ChatBots sometimes doesn’t work well ,0.0,2,4,0.5
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-29 05:35:00 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription),STA130 Custom NotebookLM",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals,understanding and converting simulation code from a two-one side to a two-sided hypothesis test,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week),intuitively motivating and explaining the variability/uncertainty of sample means versus sample size(from last week),explaining the difference between standard deviation and standard error (SE) [of the mean (SEM)] (+/- 2 SEM confidence intervals)(from last week),providing and explain bootstrapping confidence interval (percentile based) code for arbitrary statistics other than means(from last week)",0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",1.0,More often than not,0.0,"",0.0,2,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-29 03:04:37 UTC,1,ChatGPT (paid subscription),0.0,Feedback is about my experience using ChatGPT,0.0,3,0.0,ChatBots,0.25,"",0.0,"",0.0,2,4,0.25
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-29 02:57:14 UTC,1,ChatGPT (free tier),1.0,Feedback is about my experience using ChatGPT,0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",1.0,More often than not,0.0,That‘s great！,0.0,3,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-28 21:36:05 UTC,1,I prefer not use a ChatBot for STA130,0.0,understanding and converting simulation code from a two-one side to a two-sided hypothesis test,0.0,4,0.0,Other online resources,0.0,More often than not,0.0,no,0.0,1,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-28 21:26:41 UTC,1,ChatGPT (free tier),1.0,Feedback is about my experience using ChatGPT,0.0,2,0.0,"Course material: wiki-textbook,ChatBots",0.5,Sometimes,0.0,"",0.0,3,3,1.5
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-28 20:25:38 UTC,1,ChatGPT (paid subscription),0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week),explaining the difference between standard deviation and standard error (SE) [of the mean (SEM)] (+/- 2 SEM confidence intervals)(from last week),providing and explain bootstrapping confidence interval (percentile based) code for arbitrary statistics other than means(from last week)",0.0,4,0.0,"Course material: wiki-textbook,ChatBots",0.5,Yes,0.0,N/A,0.0,2,4,0.5
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-28 20:09:22 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using ChatGPT,providing and explain bootstrapping confidence interval (percentile based) code for arbitrary statistics other than means(from last week)",0.0,2,0.0,None of these options,0.0,Sometimes,0.0,Confused.,0.0,2,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-28 20:06:02 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription),Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals,understanding and converting simulation code from a two-one side to a two-sided hypothesis test,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week),intuitively motivating and explaining the variability/uncertainty of sample means versus sample size(from last week),explaining the difference between standard deviation and standard error (SE) [of the mean (SEM)] (+/- 2 SEM confidence intervals)(from last week),providing and explain bootstrapping confidence interval (percentile based) code for arbitrary statistics other than means(from last week)",0.0,3,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",1.0,More often than not,0.0,N/A,0.0,2,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-28 19:46:59 UTC,1,Microsoft Copilot,0.0,"explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals",0.0,3,0.0,ChatBots,0.25,Sometimes,0.0,NA,0.0,2,4,0.25
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-28 19:29:49 UTC,1,ChatGPT (free tier),1.0,Feedback is about my experience using ChatGPT,0.0,3,0.0,"Course material: Lectures and/or tutorials,ChatBots",0.5,Sometimes,0.0,no,0.0,3,3,1.5
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-28 17:55:20 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals,understanding and converting simulation code from a two-one side to a two-sided hypothesis test,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week),intuitively motivating and explaining the variability/uncertainty of sample means versus sample size(from last week),explaining the difference between standard deviation and standard error (SE) [of the mean (SEM)] (+/- 2 SEM confidence intervals)(from last week),providing and explain bootstrapping confidence interval (percentile based) code for arbitrary statistics other than means(from last week)",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",1.0,Sometimes,0.0,please also have a curve up in final，thanks！,0.0,3,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-28 15:46:50 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: Lectures and/or tutorials,ChatBots,Other online resources",0.25,Yes,0.0,"",0.0,2,4,0.25
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-28 08:14:28 UTC,1,ChatGPT (paid subscription),0.0,Feedback is about my experience using ChatGPT,0.0,2,0.0,Course material: homework exercises,0.25,More often than not,0.0,N/A,0.0,2,4,0.25
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-28 08:07:59 UTC,1,ChatGPT (free tier),1.0,Feedback is about my experience using the STA130 custom NBLM ChatBot,1.0,3,0.0,ChatBots,0.25,More often than not,0.0,"",0.0,4,2,2.25
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-28 05:17:19 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,4,0.0,Course material: homework exercises,0.25,More often than not,0.0,"scope of custome notebook is just tooo much, it asnwers a whole story for a simple question. and chatgpt doesnt know the scope and hence gives answers that could be ""wrong"" as they dont hit the key words of our course (seen esp w confidence interval).",0.0,2,4,0.25
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-27 21:04:29 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,5,0.0,ChatBots,0.25,More often than not,0.0,none,0.0,3,3,1.25
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-27 18:11:39 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,3,0.0,"Course material: homework exercises,ChatBots",0.5,Yes,0.0,"",0.0,2,4,0.5
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-27 00:23:32 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals,understanding and converting simulation code from a two-one side to a two-sided hypothesis test",0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",1.0,More often than not,0.0,I don't have further comments yet.,0.0,3,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-26 16:02:41 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,Other online resources",0.5,More often than not,0.0,"I believe that chatbots are helpful; however, sometimes, I feels like I am throwing whatever chatbots spew out onto my homework assignments instead of understanding the concepts. ",0.0,3,3,1.5
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-25 21:16:26 UTC,1,ChatGPT (free tier),1.0,"explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals",0.0,3,0.0,ChatBots,0.25,Yes,0.0,"",0.0,3,3,1.25
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-25 18:53:13 UTC,1,ChatGPT (free tier),1.0,"Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals,understanding and converting simulation code from a two-one side to a two-sided hypothesis test,explaining the difference between standard deviation and standard error (SE) [of the mean (SEM)] (+/- 2 SEM confidence intervals)(from last week),providing and explain bootstrapping confidence interval (percentile based) code for arbitrary statistics other than means(from last week)",0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots,Other online resources",0.75,"Sometimes,More often than not",0.0,Please give us a higher curve for our grades. 🙏🏻,0.0,3,3,1.75
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-25 18:19:23 UTC,1,ChatGPT (free tier),1.0,Feedback is about my experience using the STA130 custom NBLM ChatBot,1.0,3,0.0,ChatBots,0.25,Sometimes,0.0,no,0.0,4,2,2.25
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-25 15:38:26 UTC,1,ChatGPT (free tier),1.0,"understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,understanding and converting simulation code from a two-one side to a two-sided hypothesis test,explaining simulating the sampling distribution of a mean using normal\, gamma distributions\, or bootstrapping(from last week)",0.0,4,0.0,Course material: wiki-textbook,0.25,Sometimes,0.0,"",0.0,3,3,1.25
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-25 13:29:57 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,Feedback is about my experience using ChatGPT,0.0,3,0.0,ChatBots,0.25,Sometimes,0.0,"",0.0,2,4,0.25
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-25 13:25:47 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,understanding hypothesis testing regarding null hypotheses\, p-values\, and decisions,explaining simulating the sampling distribution under the null\, p-value calculations\, and comparing and contrasting this with bootstrapped confidence intervals",0.0,4,0.0,"Course material: Lectures and/or tutorials,ChatBots",0.5,More often than not,0.0,"",0.0,2,4,0.5
