section,section_id,section_sis_id,submitted,attempt,"4389717: Orientation Question 01
Which AI ChatBots do you use regularly?",1.0,"4489823: Orientation Question 01 (follow up)
If you answered ""Other"" above, which (and perhaps why, if you'd like to share)?",1.0,"4489822: Orientation Question 02
How much do you rely on AI ChatBots?",1.0,"4389718: Orientation Question 03
Have you ever used ChatBot to help with coding?",1.0,"4421347: Orientation Question 04
Do you think a ChatBot could help support someone doing the kind of statistical and data science analyses taught in STA130?",1.0,"4389719: Orientation Question 05
Do you think a ChatBot could contribute significantly to your learning process and experience in STA130?",1.0,"4389725: Orientation Question 06
What is your main concern about taking STA130?",0.0,n correct,n incorrect,score
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 16:09:19 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,Tremendously,0.0,Tremendously,0.0,Moderately,0.0,Moderately,0.0,"That we are making up stuff as we go, the language just changed from last year and the usage of chatGPT feels forced it could have been as simple as, here is the course material you also can use gpt just add the link and a summary",0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 16:03:06 UTC,1,ChatGPT (free tier),1.0,no,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,I cannot understand the coding with python and I don’t know how to correctly use ChatGPT as a tool. I got zero basic for coding so sometimes I just rely on it.,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-13 15:47:51 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,"I'm worried that I don't have a good grasp of knowledge to cope with my exams, because a high GPA is very important to me. This includes, in the case that time is limited and STA130 is a completely new field for me, how to prepare for class in advance, try to understand the lecture content of professors and teaching assistants, organize the knowledge framework after class and master the exercises proficiently. I think I should try to overcome these problems to achieve my phased goals.",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 15:35:34 UTC,1,ChatGPT (free tier),1.0,"I chose the free version of ChatGPT because it is convenient enough to fulfill my basic daily needs. The ability to make quick queries, answer questions, and explore ideas without having to pay for them is more than enough for me to use.",0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Moderately,0.0,"My main concern is the difficulty of the math in the course and understanding statistical concepts. I am not familiar with probability and distributions, and I am concerned that I will have difficulty with these areas. Also, if the course requires the use of statistical software, I may need to spend extra time learning to use these tools. Overall, I am concerned about my ability to keep up with the pace of the course and devote enough time to mastering this knowledge.",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 15:34:58 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,My scheduling with my other classes and the workload. ,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 15:28:54 UTC,1,ChatGPT (paid subscription),0.0,"I don't choose 'other' in question1.

 ",0.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,I need to build up the systemic understanding of this field. Which is difficult for me now to do this since I am totally not touch statistic study before.,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 15:22:01 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Find where everything online is.,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 13:36:04 UTC,1,ChatGPT (free tier),1.0,  ,0.0,Minimally,1.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,"I don't really understand programming, since I haven't learn before. So, I'm afraid of cannot catch up to the class pace.",0.0,6,1,4.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-13 13:10:53 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Math,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-13 13:10:36 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,"I never take a stats course, especially with coding, so it's quite difficult for me to catch up since I also dont know how to code",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-13 13:08:16 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 06:29:07 UTC,1,ChatGPT (free tier),1.0,/,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"I heard it was a difficult course, and I didn't have much advance knowledge about programming and statistics",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 06:07:02 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,This is my first time taking stat course so my concern is not having knowledge about it,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 06:00:06 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Very hard to understand the lecture. and especially for someone like me who never had any experience of coding before.,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 04:59:06 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,"",0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,At first the main concern was lacking fundamentals in python but I believe with the help of the chatbot it won’t be a problem. I can learn as I go.,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-13 04:21:48 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,"",0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 03:47:18 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 03:43:29 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,"",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 03:36:38 UTC,1,ChatGPT (free tier),1.0,/,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,/,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 03:09:58 UTC,1,I don't use a ChatBot regularly,0.0,N/A,0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,I am worried about the pacing of the course and that I will become overly dependent on chatGPT to do coding.,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-13 02:52:02 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,N/A,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,"The rehaul of the course. I have an older cousin who at UofT who took STA130 and a lot of the stuff that he showed me about that course has changed. The core concepts and skills are still the same, but I am not sure since switching to python and using chatbots is all new and not a lot of data from previous years to know if it is beneficial or not",0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 02:09:03 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,I only use chatgpt,0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,By so far I think it’s reading code ,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 01:18:49 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Tremendously,0.0,Moderately,0.0,Moderately,0.0,"too much cs knowledge, cause I don’t have any python basic.",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 01:14:52 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,"The homework is too long with little learning experience, it's a lot of tedious easy work.",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-13 00:58:30 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,I haven't worked with python much before and neither with data sets,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-13 00:44:40 UTC,1,ChatGPT (free tier),1.0,N o,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,"Because I don't have a foundation, I'm afraid that learning at the beginning may be difficult and I won't be able to catch up with the teacher's pace, which could affect my deeper learning.",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 00:39:06 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,I didn't know a lot about python.,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-13 00:13:41 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,N/A,0.0,Tremendously,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,"There are too many code to need to remember, it's a problem for me.",0.0,2,5,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-12 23:48:27 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"To be honest, I am afraid that I will receive low grade in STA130, and the most important is that STA130 is a quiet challenge courses to me. Also STA130 is related to Computer science ,requires lots of knowledge from it, such as coding, and I think it is quite a challenge. But I will do my best to study STA130 by first do some previews and self studying. I will ask professors if I have questions.",0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-12 23:33:56 UTC,1,ChatGPT (free tier),1.0,NA,0.0,Minimally,1.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Scott doesn't make sense,0.0,6,1,4.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-12 23:27:07 UTC,1,ChatGPT (free tier),1.0,ChatGPT (free tier),0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Too many definition?,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-12 22:37:21 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"My main concern about this course is how’s the exam will be. As it teaches about how to make data analysis using chatGPT, I can’t imagine the exam will be. In addition, the homework for me become my concerns. It’s because I want to explain everything that made me spend a lot of my time just to make sure everything is clear enough.",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-12 22:31:39 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,"I did learn about Python a little bit before I went to U of T, which lead to I was confused during the lecture and TUT. ",0.0,2,5,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-12 21:52:22 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"",0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-12 21:17:30 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,Not able to catch on what professor is talking about in lecture and not submitting words that's up to my own standard.,0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-12 21:17:00 UTC,1,ChatGPT (free tier),1.0,No,0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,I have never learned about coding. So I am afraid that I cannot listen the lecture and comprehend completely,0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-12 20:45:28 UTC,1,ChatGPT (free tier),1.0,I prefer to use ChatBot.,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,How to use codes in analysing different data.,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-12 20:08:12 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,N o,0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,It's not clear which code to select when I want to run an instruction.,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-12 18:08:42 UTC,1,ChatGPT (free tier),1.0,No,0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,I concern I can not understand the words,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-12 18:02:50 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Tremendously,0.0,Minimally,1.0,"",0.0,Can’t coding on myself,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-12 17:59:47 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-12 17:05:50 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Moderately,0.0,Unclear things to do,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-12 16:54:57 UTC,1,ChatGPT (paid subscription),0.0,None,0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"I have never had programming experience, I am afraid that I won’t be able to understand the content in class.

 ",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-12 15:48:44 UTC,1,"ChatGPT (free tier),I don't use a ChatBot regularly",0.0,"",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Minimally,1.0,"I don’t really have concerns about the course when it comes to content, I’m just not very tech savvy and having to do work on GitHub, with the notebook and panda commands just seen a little daunting at first. ",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-12 15:06:42 UTC,1,ChatGPT (free tier),1.0,"",0.0,Tremendously,0.0,Moderately,0.0,Tremendously,0.0,Moderately,0.0,Can‘t understand lecture and can’t even undertand what homework is talking about（which is not just concern but fact actually）,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-12 14:10:40 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Minimally,1.0,Probably becoming lost or confused with what we are currently learning,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-12 13:39:52 UTC,1,Microsoft Copilot,0.0,"",0.0,Moderately,0.0,Tremendously,0.0,Moderately,0.0,Tremendously,0.0,Unfamiliar codes,0.0,2,5,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-12 10:47:43 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,How to interpret code in words?,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-12 05:22:24 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,nothing,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-12 04:22:02 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Too much codeing！,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-12 03:05:28 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Non remember when to use which formula.,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-12 01:29:47 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,Nothing in particular,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-12 01:26:46 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,I concerned that not having any previous coding experience would make this course hard to understand sometimes.,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-11 23:11:37 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,Na,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Honestly the coding I tried my best to understand this thing and it was really confusing for me since I have no prior experience on coding before ,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-11 23:02:01 UTC,1,I don't use a ChatBot regularly,0.0,I don't use a chatbot regularly,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,I am poor at Python,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-11 22:03:16 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,Moderately,0.0,Minimally,1.0,Minimally,1.0,Minimally,1.0,Understanding the thought process and reasoning behind the math used in the course.,0.0,6,1,4.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-11 19:56:54 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"Not understanding the instructions for assignments and being unprepared for next tier learning. Honestly, I think coding will be my biggest concern, but as so far what was introduced, the coding part shouldn’t be a problem. I’ve had some data analysis experience from high school courses using the google sheet which is quite different then analyzing with python, but overall as what i see so far, there’s some similarities.  ",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-11 18:31:49 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,"none! I'm going to try my best and have an amazing time, no matter how hard it is.",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-11 17:28:55 UTC,1,ChatGPT (free tier),1.0,"",0.0,Tremendously,0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,I've never learned python or any other programming languages so I'm concerned. Also. I saw the first lecture and it was so tough to get it. ,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-11 17:21:05 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,I haven't access to writing code before,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-11 16:27:14 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,"To be honest,I totally do not study the coding before.So I am afraid of typing codes.I am not so familiar to them.",0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-11 14:40:37 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Minimally,1.0,"",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-11 13:57:27 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,I heard that I need to remember many codes. I feel hard to analyze data as it is my first time to learn it.,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-11 13:35:25 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Minimally,1.0,Minimally,1.0,So hard Can't understand at all,0.0,7,0,5.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-11 05:01:13 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,It seems there are so many resources that there may be too many. There are too many resources that must be used to succeed in this course and balancing those resources must be difficult.,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-11 03:01:34 UTC,1,"ChatGPT (free tier),I don't use a ChatBot regularly",0.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,The speed at which we are going through all of the concepts. ,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-11 02:59:01 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,Not understanding the python code,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-11 02:35:08 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,"",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-11 00:28:35 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,Not familiar with this area ,0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-11 00:19:01 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Moderately,0.0,"",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-10 23:41:54 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,"The programming aspect. I'm not worried about the mathematical aspect so much as understanding R, Pandas, and Python.",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-10 22:23:36 UTC,1,I don't use a ChatBot regularly,0.0,I do not regularly integrate chat bots into my workflow.,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,My main concern with taking STA130 is my limited background knowledge in stats and data managaement in general. Concerned that the course will assume you have general understanding and dive straight into new content.,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-10 21:54:18 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,My majors are ECO and STA,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-10 20:11:23 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,No,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,"Figuring out how to do the homework and absorbing knowledge efficiently

 ",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-10 17:48:53 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-10 17:43:42 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,"",0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,"",0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-10 16:26:54 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,"Compared to students from the Computer Science stream who already have a foundation in Python, I need to start learning from scratch.

 

While it’s always fun to learn new things, it can get not so fun when you are under a time crunch >_<",0.0,2,5,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-10 16:25:46 UTC,1,ChatGPT (free tier),1.0,"just chatgpt

 ",0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,I have little coding experience and will not be able to follow the class,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-10 15:31:39 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"In the beginning, I was concerned about what would happen if I could not code at all.",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-10 15:24:59 UTC,1,I don't use a ChatBot regularly,0.0,N/A,0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,"My main concern is how it will affect my workload. My heaviest course at the moment is MAT137 Calculus With Proofs, so I am concerned that the workload in this course will make things difficult for me in my other courses.",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-10 15:13:24 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Minimally,1.0,Python is my main problem since I never learned before.,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-10 15:12:34 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,N/A,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"My primary concern would be my ability to keep up with the fast pace of the course. If I rely on ChatBots to decipher content within the course, then I may not learn and fully understand the content being taught and may only develop surface level understanding of the course content.",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-10 14:45:09 UTC,1,ChatGPT (free tier),1.0,No.,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,The biggest concern is not having a good understanding of the statistical knowledge and algorithms associated with the application.,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-10 14:37:52 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"",0.0,4,3,2.0
